event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
RUS22229,"27 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,1,"Military Forces of Ukraine (2019-)",,8,18,,643,Europe,Russia,Kursk,Sudzhanskiy,,Kruglik,51.2678,35.4172,2,"Argumenty I Fakty; Telegram","New media-National","On 27 August 2024, according to the Russian war reporters, Russian military carried out drone strikes on the parked Ukrainian armored vehicles to the west of Kruglik (Sudzhanskiy, Kursk). According to the Russian MoD, during 27 August, Ukrainian military lost up to 400 servicemen (65 of those were attributed to specific events), 30 combat armored vehicles, 13 cars, 3 artillery pieces, 2 multiple launch rocket system launchers, 2 mortars (9 armored vehicles were attributed to specific events). [Russian MoD reported 400 fatalities. Coded as 10 fatalities split across 8 events. 1 fatality coded to this event].",1,,1725414550
RUS22270,"27 August 2024",2024,2,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Ukraine (2019-) Air Force","Military Forces of Ukraine (2019-)",8,"Civilians (Russia)",,7,78,"Civilian targeting",643,Europe,Russia,Kursk,Kursk,,Kursk,51.7373,36.1873,3,"Komsomolskaya Pravda",National,"Around 27 August 2024 (between 25 August - 30 August), Ukrainian military used drones and shelled with (likely) artillery and missiles multiple locations in the Kursk Region (coded as Kursk (Kursk)). According to the Russian Ministry of Health, 18 civilians (including 1 child) were injured.",0,,1725414550
RUS22272,"27 August 2024",2024,2,"Strategic developments","Strategic developments",Other,"Military Forces of Russia (2000-)",,1,,,0,10,,643,Europe,Russia,Kursk,Glushkovskiy,,Zvannoye,51.3747,34.5408,1,Meduza,National,"Non-violent activity: Around 27 August 2024 (as reported), according to satellite imagery, Russian forces began constructing another pontoon bridge over Seym river in Zvannoye village, Kursk region, in order to break through the Ukrainian encirclement. Previously Ukrainian military had already destroyed two pontoon bridges over the river.",0,,1725414550
UKR171904,"27 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Derhachivska,Alisivka,50.2686,36.297,2,"Ministry of Defence of Russia",National,"On 27 August 2024, Russian Forces struck (likely by shelling) Ukrainian Forces near Alisivka, Kharkiv. According to Russian sources, 165 Ukrainian soldiers were killed in the area of Vovchansk, Lyptsi and Alisivka. [Russian MoD reported 165 fatalities. Coded as 10 fatalities split across 3 events. 3 fatalities coded to this event].",3,,1725414555
UKR171905,"27 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Bakhmutska,Andriivka,48.5008,37.968,2,"Institute for the Study of War; Ministry of Defence of Ukraine",Other,"On 27 August 2024, Russian Forces launched assault actions on Ukrainian positions near Andriivka, Donetsk. The attacks were repelled. Casualties unknown.",0,,1725414555
UKR171906,"27 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Atynske,51.2311,34.2763,1,"Ministry of Defence of Ukraine",Other,"On 27 August 2024, Russian Forces launched air strikes at Atynske, Sumy, with KAB bombs and shelled Atynske with suspected 82mm mortars. Casualties unknown.",0,,1725414555
UKR171907,"27 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-)",,8,18,,804,Europe,Ukraine,Donetsk,Mariupolskyi,Manhushska,Babakh-Tarama,46.8954,37.0854,1,"24 Channel",National,"On 27 August 2024, Ukrainian Forces struck (likely with a missile) a base of Russian Forces in Babakh-Tarama, Donetsk. 14 Russian soldiers were killed and 17 soldiers were injured.",14,,1725414555
UKR171908,"27 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Bachivsk,51.845,34.2775,1,"Ministry of Defence of Ukraine",Other,"On 27 August 2024, Russian Forces launched suspected FPV drone strikes Bachivsk, Sumy, and shelled with 120mm mortars. Casualties unknown.",0,,1725414555
UKR171909,"27 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Bezsalivka,51.2644,34.3925,1,"Ministry of Defence of Ukraine",Other,"On 27 August 2024, Russian Forces launched air strikes at Bezsalivka, Sumy, with KAB bombs. Casualties unknown.",0,,1725414555
UKR171910,"27 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Sumy,Sumskyi,Bilopilska,Bilopillia,51.1483,34.3008,1,"Ministry of Defence of Ukraine",Other,"On 27 August 2024, Russian Forces launched air strikes at Bilopillia, Sumy, with suspected KAB bombs. Casualties unknown.",0,,1725414555
UKR171911,"27 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Civilians (Ukraine)",,7,78,"Civilian targeting",804,Europe,Ukraine,Kharkiv,Bohodukhivskyi,Bohodukhivska,Bohodukhiv,50.1647,35.5277,1,"24 Channel; Ministry of Defence of Ukraine; Suspilne Media; Ukrinform; ZMINA",Other-National,"On 27 August 2024, Russian Forces shelled Bohodukhiv, Kharkiv, with MLRS, damaging an apartment building, 2 objects of transport infrastructure, 2 cars, 3 houses. 1 civilian was killed, 8 civilians were injured.",1,,1725414555
UKR171912,"27 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Sumy,Shostkynskyi,Hlukhivska,Budivelne,51.6783,34.0591,1,"Ministry of Defence of Ukraine",Other,"On 27 August 2024, Russian Forces launched air strikes at Budivelne, Sumy, with suspected KAB bombs. Casualties unknown.",0,,1725414555
UKR171913,"27 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)","Military Forces of Russia (2000-) Air Force",8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Bakhmutskyi,Chasovoiarska,"Chasiv Yar",48.5869,37.8324,2,"Institute for the Study of War; Ministry of Defence of Russia; Ministry of Defence of Ukraine; WarGonzo",Other-National,"On 27 August 2024, Russian Forces, supported by air force, launched assault actions on Ukrainian positions near Chasiv Yar, Donetsk. According to Russian sources, 690 Ukrainian soldiers were killed in the area of Hryhorivka, Krasnohorivka, Chasiv Yar, Kostiantynivka, Zaliznianske, Stupochky and Karpivka. [Russian MoD reported 690 fatalities. Coded as 10 fatalities split across 7 events. 2 fatalities coded to this event].",2,,1725414555
UKR171914,"27 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,,804,Europe,Ukraine,Cherkasy,Cherkaskyi,Chepkaska,Cherkasy,49.4285,32.0621,3,"Flot 2017; Institute for the Study of War; Ministry of Defence of Ukraine; Novoye Vremya Ukraine; Ukrinform",Other-National,"Interception: On 27 August 2024, Russian Forces launched 81 Shahed-136/131 drones, five Kh-101 missiles, three Kh-47 Kinzhal missile, an Iskander-M and an Iskander-K missiles against targets in Ukraine. Ukrainian Forces intercepted all five Kh-101 missiles and 60 drones, some of them over Cherkasy region (coded to Cherkasy, Cherkasy). No casualties.",0,,1725414555
UKR171915,"27 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,,804,Europe,Ukraine,Chernihiv,Chernihivskyi,Chepnigivska,Chernihiv,51.5055,31.2849,3,"Flot 2017; Institute for the Study of War; Ministry of Defence of Ukraine; Novoye Vremya Ukraine; Ukrinform",Other-National,"Interception: On 27 August 2024, Russian Forces launched 81 Shahed-136/131 drones, five Kh-101 missiles, three Kh-47 Kinzhal missile, an Iskander-M and an Iskander-K missiles against targets in Ukraine. Ukrainian Forces intercepted all five Kh-101 missiles and 60 drones, some of them over Chernihiv region (coded to Chernihiv, Chernihiv). No casualties.",0,,1725414555
UKR171916,"27 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Dnipropetrovsk,Nikopolskyi,Chervonohryhorivska,Chervonohryhorivka,47.619,34.5369,2,"Suspilne Media",National,"On 27 August 2024, Russian Forces launched drone strikes and shelled Chervonohryhorivska community (coded to Chervonohryhorivka, Dnipropetrovsk) with artillery and MLRS. No casualties.",0,,1725414555
UKR171917,"27 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Limanska,Dibrova,48.9161,37.8541,2,"Ministry of Defence of Russia",National,"On 27 August 2024, Russian Forces launched assault actions on Ukrainian positions near Dibrova, Donetsk. According to Russian sources, 490 Ukrainian soldiers were killed in the area of Stelmakhivka, Petropavlivka, Torske, Serebrianka and Dibrova. [Russian MoD reported 490 fatalities. Coded as 10 fatalities split across 5 events. 2 fatalities coded to this event].",2,,1725414555
UKR171918,"27 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force","Military Forces of Russia (2000-)",8,,,0,80,,804,Europe,Ukraine,Sumy,Okhtyrskyi,Velykopysarivska,Dmytrivka,50.394,35.5643,1,"Ministry of Defence of Ukraine",Other,"On 27 August 2024, Russian Forces launched suspected FPV drone strikes and shelled Dmytrivka, Sumy, with 122mm artillery. Casualties unknown.",0,,1725414555
UKR171919,"27 August 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) Air Force",,8,18,,804,Europe,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.4593,35.0386,3,"Flot 2017; Institute for the Study of War; Ministry of Defence of Ukraine; Novoye Vremya Ukraine; Ukrinform",Other-National,"Interception: On 27 August 2024, Russian Forces launched 81 Shahed-136/131 drones, five Kh-101 missiles, three Kh-47 Kinzhal missile, an Iskander-M and an Iskander-K missiles against targets in Ukraine. Ukrainian Forces intercepted all five Kh-101 missiles and 60 drones, some of them over Dnipro region (coded to Dnipro, Dnipropetrovsk). No casualties.",0,,1725414555
UKR171920,"27 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kherson,Khersonskyi,Bilozepska,Dniprovske,46.5898,32.4684,2,"Ministry of Defence of Russia",National,"On 27 August 2024, Russian Forces struck (likely by shelling) Ukrainian Forces near Dniprovske, Kherson. According to Russian sources, 50 Ukrainian soldiers were killed in the area of Zherebyanky, Kamianske, Dniprovske and Monastyrske. [Russian MoD reported 50 fatalities. Coded as 10 fatalities split across 4 events. 2 fatalities coded to this event].",2,,1725414555
UKR171921,"27 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"Military Forces of Russia (2000-) 1st Donetsk Army Corps",,8,18,,804,Europe,Ukraine,Donetsk,Donetskyi,Donetska,"Donetsk - Petrovskyi",47.9495,37.6138,1,"DPR Armed Forces Press Service",Other,"On 27 August 2024, Ukrainian Forces shelled Russian Donetsk Army Forces in Donetsk - Petrovskyi, Donetsk, with 155mm artillery, damaging two apartment buildings, a house and a gas pipe. Casualties unknown.",0,,1725414555
UKR171922,"27 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Konstantinovskaya,Druzhba,48.4098,37.9104,2,"Ministry of Defence of Russia",National,"On 27 August 2024, Russian Forces clashed with Ukrainian Forces near Druzhba, Donetsk. According to Russian sources, 475 Ukrainian soldiers were killed in the area of Toretsk, Mykhailivka, Karlivka, Hrodivka, Rozivka, Druzhba, Halytsynivka and Lisivka. [Russian MoD reported 475 fatalities. Coded as 10 fatalities split across 8 events. 1 fatalities coded to this event].",1,,1725414555
UKR171923,"27 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Druzheliubivka,49.263,37.8575,2,"Ministry of Defence of Ukraine",Other,"On 27 August 2024, Russian Forces launched assault actions on Ukrainian positions near Druzheliubivka, Kharkiv. The attacks were repelled. Casualties unknown.",0,,1725414555
UKR171924,"27 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Esman,51.7701,34.0673,1,"Ministry of Defence of Ukraine",Other,"On 27 August 2024, Russian Forces launched air strikes at Esman, Sumy, with KAB bombs. Casualties unknown.",0,,1725414555
UKR171925,"27 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Novohrodivska,Halytsynivka,48.1011,37.447,2,"Ministry of Defence of Russia",National,"On 27 August 2024, Russian Forces clashed with Ukrainian Forces near Halytsynivka, Donetsk. According to Russian sources, 475 Ukrainian soldiers were killed in the area of Toretsk, Mykhailivka, Karlivka, Hrodivka, Rozivka, Druzhba, Halytsynivka and Lisivka. [Russian MoD reported 475 fatalities. Coded as 10 fatalities split across 8 events. 1 fatalities coded to this event].",1,,1725414555
UKR171926,"27 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Marinska,Heorhiivka,47.9636,37.4383,2,"Institute for the Study of War; Ministry of Defence of Ukraine",Other,"On 27 August 2024, Russian Forces launched assault actions on Ukrainian positions near Heorhiivka, Donetsk. Casualties unknown.",0,,1725414555
UKR171927,"27 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-) Air Force",,8,,,0,80,,804,Europe,Ukraine,Sumy,Shostkynskyi,Hlukhivska,Hlukhiv,51.6782,33.9162,1,"Ministry of Defence of Ukraine",Other,"On 27 August 2024, Russian Forces launched air strikes at Hlukhiv, Sumy, with suspected KAB bombs. A hangar of a scientific institution was damaged. Casualties unknown.",0,,1725414555
UKR171928,"27 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Russia (2000-)",,8,"Military Forces of Ukraine (2019-)",,1,18,,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Lypetska,Hlyboke,50.255,36.425,2,"Ministry of Defence of Ukraine; WarGonzo",Other-National,"On 27 August 2024, Russian Forces clashed with Ukrainian Forces near Hlyboke, Kharkiv. Casualties unknown.",0,,1725414555
